Open Time,Open,High,Low,Close,Volume
2018-12-15,3200.0,3312.32,3000.0,3183.47,283.213859
2018-12-16,3183.47,3257.31,3178.54,3199.27,423.048529
2018-12-17,3192.69,3587.35,3187.25,3494.65,1163.940291
2018-12-18,3507.62,3683.35,3428.34,3670.11,1251.139627
2018-12-19,3673.18,3920.0,3618.53,3676.32,2655.242827
2018-12-20,3672.15,4170.0,3657.23,4074.68,2937.198749
2018-12-21,4069.39,4152.35,3720.0,3842.2,1180.811489
2018-12-22,3843.93,4030.0,3787.28,3981.71,758.812121
2018-12-23,3974.14,4058.99,3835.0,3953.49,615.957144
2018-12-24,3948.01,4299.0,3948.01,4032.5,1196.593199
2018-12-25,4033.5,4039.04,3660.0,3780.0,792.837622
2018-12-26,3778.09,3869.33,3665.0,3814.07,635.599876
2018-12-27,3806.6,3845.18,3561.27,3591.91,1285.475472
2018-12-28,3595.22,3960.68,3528.0,3885.33,1617.163594
2018-12-29,3891.71,3938.27,3706.09,3730.62,847.90316
2018-12-30,3732.91,3863.01,3685.0,3821.66,815.881988
2018-12-31,3832.27,3833.85,3623.24,3692.0,810.640064
2019-01-01,3692.0,3841.66,3650.0,3827.72,778.394764
2019-01-02,3827.59,3917.19,3745.01,3887.77,637.598895
2019-01-03,3893.58,3895.59,3745.0,3783.23,686.529169
2019-01-04,3781.97,3852.13,3733.0,3817.75,1328.086074
2019-01-05,3817.0,3872.62,3765.01,3805.01,911.223601
2019-01-06,3796.62,4080.0,3761.0,4039.13,1127.559129
2019-01-07,4039.0,4070.0,3963.0,4008.23,1748.044662
2019-01-08,4008.23,4110.5,3940.79,3989.01,1642.021597
2019-01-09,3990.0,4048.4,3968.13,3996.75,1724.607846
2019-01-10,4002.77,4063.44,3575.45,3626.85,3689.509096
2019-01-11,3626.83,3695.0,3564.56,3631.15,2215.714706
2019-01-12,3630.18,3669.96,3570.01,3616.15,866.012426
2019-01-13,3620.03,3652.0,3431.15,3509.21,1039.410959
