symbol,price
SNXBNB,0.02064000
SNXBUSD,9.81700000
SNXUSDT,9.80300000
ETHUPUSDT,90.24700000
ETHDOWNUSDT,0.87700000
ADAUPUSDT,129.84500000
ADADOWNUSDT,0.00293600
LINKUPUSDT,1.68490000
LINKDOWNUSDT,0.02321000
VTHOBNB,0.00002006
VTHOBUSD,0.00071800
VTHOUSDT,0.00949100
DCRBUSD,16.03500000
DGBUSDT,0.05096000
GBPUSDT,1.40100000
STORJBUSD,0.36200000
SXPUSDT,2.36700000
IRISBNB,0.00166200
IRISBTC,0.00000185
IRISBUSD,0.06080000
MKRBNB,6.90300000
MKRBTC,0.04175000
MKRUSDT,2577.00000000
MKRBUSD,2577.00000000
DAIBNB,0.04876000
DAIBTC,0.00008966
DAIUSDT,1.01890000
DAIBUSD,1.01810000
RUNEBNB,0.01706000
RUNEBTC,0.00013050
RUNEBUSD,8.04600000
MANABUSD,0.76000000
DOGEBUSD,0.23740000
LENDBUSD,0.51530000
ZRXBUSD,1.00730000
DCRUSDT,121.10000000
STORJUSDT,1.30890000
XRPBKRW,319.76000000
ADABKRW,327.55000000
BTCAUD,83522.13000000
ETHAUD,5195.46000000
AUDBUSD,0.73890000
FIOBNB,0.00040470
FIOBTC,0.00000310
FIOBUSD,0.19110000
BNBUPUSDT,463.28000000
BNBDOWNUSDT,0.19820000
XTZUPUSDT,0.08033000
XTZDOWNUSDT,2.00300000
AVABNB,0.00617400
AVABTC,0.00004736
AVABUSD,2.92300000
USDTBKRW,1125.00000000
BUSDBKRW,1097.18000000
IOTABUSD,1.28200000
MANAUSDT,0.75990000
XRPAUD,1.54190000
BNBAUD,639.60000000
AUDUSDT,0.73910000
BALBNB,0.42580000
BALBTC,0.00037400
BALBUSD,23.07000000
YFIBNB,82.19000000
YFIBTC,0.57730000
YFIBUSD,35617.75000000
YFIUSDT,35634.16000000
BLZBUSD,0.07104000
KMDBUSD,0.46760000
BALUSDT,23.12000000
BLZUSDT,0.26650000
IRISUSDT,0.11399000
KMDUSDT,1.04130000
BTCDAI,61800.00000000
ETHDAI,3840.99000000
BNBDAI,472.20000000
USDTDAI,0.99950000
BUSDDAI,0.99980000
JSTBNB,0.00021850
JSTBTC,0.00000123
JSTBUSD,0.07609000
JSTUSDT,0.07595000
SRMBNB,0.01568000
SRMBTC,0.00012020
SRMBUSD,7.41600000
SRMUSDT,7.41300000
ANTBNB,0.01042000
ANTBTC,0.00007995
ANTBUSD,4.93300000
ANTUSDT,4.92700000
CRVBNB,0.00687000
CRVBTC,0.00004755
CRVBUSD,2.94000000
CRVUSDT,2.94000000
SANDBNB,0.00156700
SANDBTC,0.00001200
SANDUSDT,0.74120000
SANDBUSD,0.74100000
OCEANBNB,0.00173600
OCEANBTC,0.00001333
OCEANBUSD,0.81990000
OCEANUSDT,0.82300000
NMRBNB,0.09240000
NMRBTC,0.00070100
NMRBUSD,43.31000000
NMRUSDT,43.26000000
DOTBNB,0.09225000
DOTBTC,0.00070630
DOTBUSD,43.59000000
DOTUSDT,43.59000000
LUNABNB,0.07816000
LUNABTC,0.00059840
LUNABUSD,36.96000000
LUNAUSDT,36.95000000
IDEXBTC,0.00000499
IDEXBUSD,0.30845000
RSRBNB,0.00007370
RSRBTC,0.00000056
RSRBUSD,0.03493000
RSRUSDT,0.03491000
PAXGBNB,3.74900000
PAXGBTC,0.02864000
PAXGBUSD,1890.00000000
PAXGUSDT,1775.00000000
WNXMBNB,0.17350000
WNXMBTC,0.00082500
WNXMBUSD,22.16500000
WNXMUSDT,51.02000000
TRBBNB,0.51700000
TRBBTC,0.00087500
TRBBUSD,54.01000000
TRBUSDT,54.03000000
ETHNGN,805670.00000000
DOTBIDR,613577.00
LINKAUD,36.65000000
SXPAUD,3.20300000
BZRXBNB,0.00514000
BZRXBTC,0.00000517
BZRXBUSD,0.31820000
BZRXUSDT,0.31890000
WBTCBTC,1.00070000
WBTCETH,16.09000000
SUSHIBNB,0.02319000
SUSHIBTC,0.00017760
SUSHIBUSD,10.95500000
SUSHIUSDT,10.96600000
YFIIBNB,8.77000000
YFIIBTC,0.06720000
YFIIBUSD,4142.00000000
YFIIUSDT,4149.00000000
KSMBNB,0.75570000
KSMBTC,0.00577800
KSMBUSD,356.90000000
KSMUSDT,356.90000000
EGLDBNB,0.50500000
EGLDBTC,0.00386400
EGLDBUSD,238.75000000
EGLDUSDT,238.83000000
DIABNB,0.00381300
DIABTC,0.00002925
DIABUSD,1.80400000
DIAUSDT,1.80600000
RUNEUSDT,8.04900000
FIOUSDT,0.19110000
UMABTC,0.00018250
UMAUSDT,11.27400000
EOSUPUSDT,0.70990000
EOSDOWNUSDT,0.00037710
TRXUPUSDT,0.35600000
TRXDOWNUSDT,9.91600000
XRPUPUSDT,5.63750000
XRPDOWNUSDT,0.00121800
DOTUPUSDT,15.77200000
DOTDOWNUSDT,0.00011010
SRMBIDR,26748.00
ONEBIDR,119.92
LINKTRY,250.60000000
USDTNGN,539.30000000
BELBNB,0.00549000
BELBTC,0.00004201
BELBUSD,2.59300000
