Open Time,Open,High,Low,Close,Volume
10/7/2021 16:58,54101.38,54159.76,54101.38,54158.07,0.10523
10/7/2021 16:59,54157,54186.96,54144.33,54173.05,0.6204
10/7/2021 17:00,54172.7,54172.7,54110.29,54111.04,0.23505
10/7/2021 17:01,54115.3,54144.3,54115.3,54132.08,0.03641
10/7/2021 17:02,54125.36,54135,54101.66,54112,1.06964
10/7/2021 17:03,54111.75,54156.88,54111.75,54149.97,7.69027
10/7/2021 17:04,54172.7,54277.44,54172.7,54234.35,3.4226
10/7/2021 17:05,54267.95,54321,54244.29,54278.13,0.65657
10/7/2021 17:06,54255.57,54315.54,54213.4,54315.54,0.62741
10/7/2021 17:07,54317.09,54317.09,54222.04,54229.05,0.3715
10/7/2021 17:08,54228.09,54228.09,54213.72,54213.72,0.03768
10/7/2021 17:09,54208.56,54237.26,54195.13,54228.11,0.22173
10/7/2021 17:10,54231.67,54246.51,54218.81,54219.33,0.44944
10/7/2021 17:11,54226.25,54257.26,54224.61,54224.61,0.15
10/7/2021 17:12,54227.8,54244.54,54211.89,54240.11,0.06588
10/7/2021 17:13,54258.49,54280,54238.97,54255.37,0.79161
10/7/2021 17:14,54218.93,54291.04,54218.81,54291.04,0.22829
10/7/2021 17:15,54258.93,54283.32,54258.93,54281.56,0.04292
10/7/2021 17:16,54252.1,54256.22,54215.82,54248.45,0.78237
10/7/2021 17:17,54218.91,54233,54204.02,54221.84,0.26895
10/7/2021 17:18,54215.52,54248.25,54204.84,54223.95,0.09738
10/7/2021 17:19,54232.79,54232.79,54146.76,54148.69,1.86864
10/7/2021 17:20,54175.68,54217.2,54175.68,54203.28,0.69932
10/7/2021 17:21,54215.21,54215.21,54157.2,54172.84,1.02675
10/7/2021 17:22,54163.92,54204.56,54163.92,54192.86,0.07254
10/7/2021 17:23,54147.64,54169.24,54130.58,54130.58,0.09831
10/7/2021 17:24,54157.71,54203.32,54115.86,54154.08,1.1188
10/7/2021 17:25,54151.95,54151.95,54094.68,54094.68,0.31508
10/7/2021 17:26,54128.96,54220.74,54107.3,54199.09,0.59364
10/7/2021 17:27,54202.84,54253.95,54202.84,54244.24,0.55689
10/7/2021 17:28,54194.32,54232.8,54194.31,54232.8,0.10754
10/7/2021 17:29,54207.37,54207.37,54164.7,54164.99,0.1251
10/7/2021 17:30,54193.27,54193.27,54125.72,54135.38,1.94024
10/7/2021 17:31,54127.18,54134.98,54071.77,54080.64,0.35691
10/7/2021 17:32,54096.25,54126.74,54057.66,54090.27,0.2284
10/7/2021 17:33,54092.93,54115.2,54084.95,54104.62,1.50829
10/7/2021 17:34,54095.7,54124.57,54037.1,54054.22,0.51821
10/7/2021 17:35,54068.53,54103.15,54038.55,54047.6,1.44559
10/7/2021 17:36,54044.33,54077.86,54034.74,54072.09,0.6708
10/7/2021 17:37,54083.37,54157.53,54083.37,54107.6,0.48479
10/7/2021 17:38,54107.6,54156.3,54101.76,54142.05,0.47596
10/7/2021 17:39,54151.94,54206.5,54126.91,54192.67,0.61915
10/7/2021 17:40,54203.02,54226.21,54202.92,54209.42,0.35571
10/7/2021 17:41,54229.25,54241.38,54182.5,54182.5,0.33989
10/7/2021 17:42,54183.41,54222.35,54165.29,54222.35,0.20616
10/7/2021 17:43,54189.24,54236.29,54188.56,54236.29,0.95576
10/7/2021 17:44,54215.49,54247.47,54198.64,54247.47,0.26116
10/7/2021 17:45,54237.64,54280.61,54222.32,54222.32,0.60015
10/7/2021 17:46,54252.6,54252.6,54190.78,54207.35,0.16369
10/7/2021 17:47,54191.85,54191.85,54158.61,54160.92,0.38938
10/7/2021 17:48,54151.65,54176.39,54135.92,54139.68,0.19037
10/7/2021 17:49,54139.68,54157.02,54092.43,54106.23,0.30859
10/7/2021 17:50,54093.44,54123.09,54070.44,54116.26,0.79078
10/7/2021 17:51,54137.55,54266.7,54132.71,54228.43,0.9127
10/7/2021 17:52,54240.52,54261.01,54217.61,54229.65,0.40317
10/7/2021 17:53,54228.07,54291.73,54225.69,54287.04,5.72506
10/7/2021 17:54,54260.01,54283.39,54246.58,54246.58,0.25033
10/7/2021 17:55,54278.39,54283.41,54228.11,54228.11,0.16202
10/7/2021 17:56,54233.68,54251.2,54204.13,54213.09,0.37376
10/7/2021 17:57,54211.15,54221.47,54169.4,54186.79,0.31081
10/7/2021 17:58,54193.24,54219.92,54166.79,54171.22,4.16201
10/7/2021 17:59,54182.59,54206.36,54175.08,54206.36,1.12754
10/7/2021 18:00,54195.19,54228.49,54192.56,54227.3,0.23614
10/7/2021 18:01,54192.92,54192.92,54111.95,54128.39,0.64544
10/7/2021 18:02,54128.05,54216.93,54128.05,54138.91,1.32567
10/7/2021 18:03,54153.67,54158.34,54065.51,54065.51,0.39465
10/7/2021 18:04,54096.08,54096.08,54011.02,54022.28,0.13243
10/7/2021 18:05,54026.41,54092.92,54022.35,54091.58,0.70626
10/7/2021 18:06,54097.17,54099.97,54078.53,54078.53,0.28513
10/7/2021 18:07,54093.44,54100,54026.01,54047.67,0.48372
10/7/2021 18:08,54046.55,54062.11,54014.91,54058.03,0.535
10/7/2021 18:09,54036.3,54080.8,54036.3,54080.8,0.09092
10/7/2021 18:10,54072.82,54092.27,54058.77,54092.27,0.15794
10/7/2021 18:11,54084.08,54117.38,54064.31,54076.41,0.78017
10/7/2021 18:12,54062.44,54115.95,54053.68,54115.24,0.28846
10/7/2021 18:13,54075.56,54099.94,54066.33,54095.04,0.0611
10/7/2021 18:14,54095.05,54095.05,54038.35,54091.79,1.0946
10/7/2021 18:15,54071.33,54149.57,54071.33,54149.57,0.1323
10/7/2021 18:16,54142.4,54142.4,54020.74,54020.74,2.24766
10/7/2021 18:17,54045.29,54062.79,54045.29,54047.82,0.3654
10/7/2021 18:18,54070.76,54109.43,54061.18,54061.18,0.14204
10/7/2021 18:19,54074.81,54100.09,54062.53,54067.34,0.11175
10/7/2021 18:20,54062.9,54066.48,53984.74,53984.74,2.316
10/7/2021 18:21,54039.02,54098.84,54005.27,54084.53,1.15222
10/7/2021 18:22,54096.21,54106.41,54060.98,54105.99,0.21965
10/7/2021 18:23,54106.35,54123.98,54065.23,54076.9,0.6179
10/7/2021 18:24,54076.9,54091.96,54027.17,54027.17,1.12621
10/7/2021 18:25,54049.13,54062.86,54033.47,54034.52,0.27054
10/7/2021 18:26,54045.89,54051.08,54009.45,54017.27,0.46208
10/7/2021 18:27,54000.21,54048.37,54000.21,54032.34,0.21787
10/7/2021 18:28,54015.83,54037.87,53998.25,53998.25,0.43366
10/7/2021 18:29,54017.79,54038.63,54002.84,54018.45,0.22261
10/7/2021 18:30,54041.51,54099.13,53997.09,54083.06,0.47544
10/7/2021 18:31,54073.17,54094.62,54064.28,54079.38,0.2635
10/7/2021 18:32,54067.64,54087.49,54014.71,54039.77,0.36605
10/7/2021 18:33,54026.95,54027.88,54002.77,54012.66,0.28455
