Open,High,Low,Close,Volume
56602.83,59050.0,56490.38,57205.19,2193.812541
57208.09,57228.69,53000.0,53227.11,2965.383601
53241.86,57998.96,52915.12,57493.09,2752.994924
57504.22,59050.0,55268.09,56440.62,2198.309321
56429.29,58725.27,55300.0,57368.34,2209.712045
57367.68,59558.2,56971.49,58939.31,1866.381689
58945.9,59300.0,56260.45,58280.4,2226.058078
58328.37,59611.94,53232.55,55859.56,3348.072229
55872.21,59500.0,54511.06,56752.71,2219.303338
56749.65,59000.0,48500.0,49547.74,3110.699329
49545.49,55199.0,46100.0,49661.84,5142.8416
49691.58,51579.44,48873.52,49887.22,2102.646668
49893.73,51800.0,46571.88,46785.78,2056.567463
46801.92,49796.87,43800.0,46429.2,3616.306985
46427.05,46659.97,42117.0,43530.32,5363.679173
43542.51,45840.94,42288.01,42876.51,3541.78506
42883.81,43600.0,30000.0,36753.96,13553.429477
36754.0,42750.0,33734.69,40632.12,6970.379227
40589.29,42275.11,33510.0,37344.93,7988.205685
37333.51,38888.0,35113.01,37482.33,5085.561887
37480.4,38299.08,31055.0,34734.64,8714.002801
34760.71,40000.0,34431.52,38819.19,5880.163786
38833.93,39840.73,36437.83,38380.94,3920.487435
38364.12,40900.0,37840.77,39281.68,3337.45478
39279.15,40437.57,37189.32,38552.14,2415.22531
38562.04,38897.36,34700.0,35672.13,4290.374912
35689.6,37362.6,33633.33,34598.36,3474.501771
34612.4,36800.0,33400.0,35658.55,3093.479019
35651.65,37516.48,34182.39,37245.25,3381.19032
37254.08,37920.31,35660.45,36680.29,2733.037137
36690.42,38438.27,35900.0,37579.26,2173.914367
37567.84,39481.0,37168.1,39243.83,2552.861805
39243.84,39277.82,35500.0,36861.35,2970.81323
36849.44,37922.96,34800.0,35530.74,2301.57086
35505.32,36476.84,34800.0,35798.29,1473.245661
35801.16,36840.74,33300.0,33578.01,2759.907364
33563.44,34072.78,31021.0,33373.32,4905.528725
33400.66,37552.1,32420.91,37412.11,3979.166968
37400.55,38619.59,35815.18,36686.78,3242.462282
36677.28,37850.0,35939.88,37324.57,2533.471096
37341.29,37450.78,34611.0,35527.1,2359.478051
35555.85,39657.69,34770.24,39025.72,2809.080633
39037.68,41069.9,38738.0,40525.99,3250.619207
40521.93,41339.67,39526.52,40156.95,2281.395243
40145.0,40512.0,38012.54,38341.29,2500.024921
38333.4,39548.79,37373.0,38079.75,2663.875974
38081.2,39100.0,35149.3,35828.28,2688.040377
35840.76,36458.94,34826.0,35491.55,2884.263228
35487.75,36140.18,33330.59,35593.89,3234.340219
35589.06,35742.71,31250.0,31609.12,6103.445502
31619.44,33463.05,28765.43,32518.52,8274.32859
32520.45,34864.52,31709.94,33672.23,4379.362497
33680.77,35331.0,32323.0,34664.58,2561.598602
34648.14,35500.0,31260.0,31593.1,3758.823746
31582.01,32873.91,30150.0,32273.49,3537.901589
32256.33,34745.69,31987.13,34678.88,2997.283072
34708.86,35303.91,33888.0,34481.09,2852.136128
34486.75,36633.77,34202.2,35911.03,3050.027586
35917.57,36114.7,33901.71,35026.97,2633.316802
35052.97,35053.04,32666.6,33513.42,2290.017245
33517.99,34089.13,32700.0,33810.38,2067.782193
33788.75,34989.06,33328.75,34681.43,1636.163798
34685.34,35968.64,34375.42,35290.65,1306.070398
35280.25,35280.25,33118.81,33743.42,2082.537602
33708.5,35155.16,33500.0,34225.52,1707.63752
34208.61,35076.44,33763.39,33868.46,1699.225509
33863.93,33934.43,32096.15,32870.81,2457.235259
32868.08,34097.23,32255.75,33806.64,1547.332259
33805.04,34301.85,33013.17,33503.04,1153.012134
33501.16,34626.41,33304.69,34244.09,1197.253966
34251.44,34683.69,31120.0,33089.77,1837.315304
33090.5,33333.31,32167.56,32727.05,1996.89593
32727.72,33132.11,31589.84,32818.32,1695.65143
32814.57,33189.38,31130.27,31870.74,2195.833165
31872.07,32268.0,31025.65,31374.74,1843.897641
31378.63,31988.0,31152.31,31509.98,1369.579999
31519.62,32439.14,31135.12,31782.76,1428.174778
31786.78,31898.0,30402.83,30828.98,1935.711841
30832.11,31055.0,29264.41,29793.63,2982.969645
29795.9,32844.96,29487.79,32128.31,3712.687393
32148.48,32598.59,31726.23,32288.94,2160.164618
32289.95,33650.19,32000.0,33636.26,2144.926074
33652.22,34507.83,33418.36,34264.68,2469.018466
34275.19,35417.9,33872.05,35401.94,1727.279399
35403.88,40588.12,35248.96,37248.41,7281.061858
37250.03,39543.9,36399.0,39479.37,5201.987097
