symbol,price
BANDUSDT,7.63000000
BNBBUSD,461.00000000
BTCBUSD,56128.45000000
BUSDUSDT,1.00000000
BEAMBNB,0.02177000
BEAMBTC,0.00001333
BEAMUSDT,0.74880000
XTZBNB,0.01562100
XTZBTC,0.00012810
XTZUSDT,7.19200000
RENUSDT,0.99760000
RVNUSDT,0.10795000
HCUSDT,0.84230000
HBARBNB,0.00075620
HBARBTC,0.00000623
HBARUSDT,0.34920000
NKNBNB,0.00074700
NKNBTC,0.00000657
NKNUSDT,0.36850000
XRPBUSD,1.11290000
ETHBUSD,3503.95000000
BCHABCBUSD,220.16000000
LTCBUSD,173.70000000
LINKBUSD,24.93000000
ETCBUSD,52.87000000
STXBNB,0.00511400
STXBTC,0.00004201
STXUSDT,2.35600000
KAVABNB,0.01269000
KAVABTC,0.00010450
KAVAUSDT,5.85000000
BUSDNGN,462.64000000
BNBNGN,43608.00000000
BTCNGN,31328077.00000000
ARPABNB,0.00019130
ARPABTC,0.00000157
ARPAUSDT,0.08829000
TRXBUSD,0.09632000
EOSBUSD,4.52500000
IOTXUSDT,0.06896000
RLCUSDT,4.03100000
MCOUSDT,2.74400000
XLMBUSD,0.34530000
ADABUSD,2.12900000
CTXCBNB,0.00412200
CTXCBTC,0.00000375
CTXCUSDT,0.21030000
BCHBNB,1.28300000
BCHBTC,0.01053000
BCHUSDT,590.70000000
BCHUSDC,591.30000000
BCHTUSD,630.00000000
BCHPAX,617.72000000
BCHBUSD,591.10000000
BTCRUB,4031405.00000000
ETHRUB,251668.90000000
XRPRUB,79.98000000
BNBRUB,33146.62000000
TROYBNB,0.00004038
TROYBTC,0.00000018
TROYUSDT,0.01867500
BUSDRUB,71.83000000
QTUMBUSD,13.20100000
VETBUSD,0.10807000
VITEBNB,0.00070700
VITEBTC,0.00000148
VITEUSDT,0.08276000
FTTBNB,0.11470000
FTTBTC,0.00094240
FTTUSDT,52.89000000
BTCTRY,506736.00000000
BNBTRY,4165.00000000
BUSDTRY,9.03000000
ETHTRY,31650.00000000
XRPTRY,10.05500000
