Open Time,Open,High,Low,Close,Volume
2021-01-01,28964.54,29680.0,28608.73,29407.93,1736.62048
2021-01-02,29393.99,33500.0,29027.03,32215.18,4227.234681
2021-01-03,32216.13,34851.3,32002.65,33033.26,3523.88112
2021-01-04,33040.0,33648.27,28000.0,32017.58,4218.572357
2021-01-05,32027.11,34498.0,29882.3,34059.7,3150.244271
2021-01-06,34057.84,37000.0,33343.24,36834.77,4168.293259
2021-01-07,36859.03,40390.98,36005.0,39494.85,4330.386536
2021-01-08,39504.38,42037.99,36286.12,40622.89,4042.516723
2021-01-09,40645.36,41422.59,38717.42,40238.43,2235.391656
2021-01-10,40239.66,41453.67,35105.94,38156.4,3134.32525
2021-01-11,38150.92,38265.27,30239.51,35421.45,7061.733057
2021-01-12,35460.42,36637.61,32504.47,34074.89,4671.208936
2021-01-13,34045.93,37800.0,32344.85,37369.85,4095.861581
2021-01-14,37369.85,40100.0,36754.17,39094.19,4029.856519
2021-01-15,39113.82,39689.65,34318.0,36768.77,5308.255743
2021-01-16,36751.33,38000.0,35370.39,35991.67,3225.453099
2021-01-17,35991.66,36847.01,33790.5,35818.76,2757.680853
2021-01-18,35801.66,37499.92,34761.67,36645.06,2977.824935
2021-01-19,36645.26,37967.29,35875.72,35875.72,3584.123243
2021-01-20,35928.27,36412.99,33390.93,35509.09,4140.697658
2021-01-21,35478.5,35612.24,30050.0,30841.62,6355.233442
2021-01-22,30845.85,33862.06,28800.0,32994.37,5579.811413
2021-01-23,32973.31,33485.16,31425.89,32098.02,2427.427146
2021-01-24,32098.02,33096.77,30949.15,32302.42,1680.715239
2021-01-25,32296.36,34900.0,31927.29,32259.82,3786.754748
2021-01-26,32259.82,32934.14,30747.24,32499.43,3620.442961
2021-01-27,32505.08,32573.85,29240.0,30404.7,4569.563129
2021-01-28,30419.72,33848.16,29878.28,33454.22,3955.900068
2021-01-29,33448.07,38639.19,31977.27,34268.18,7160.952542
2021-01-30,34250.03,34936.14,32821.83,34311.15,2743.856826
2021-01-31,34302.16,34379.02,32200.04,33130.26,2117.537392
2021-02-01,33120.51,34781.92,32324.02,33545.58,2599.698816
2021-02-02,33530.59,36025.69,33440.86,35516.68,3360.726349
2021-02-03,35500.0,37685.71,35404.21,37661.46,3210.012506
2021-02-04,37637.44,38759.09,36192.89,36976.61,3025.320823
2021-02-05,36962.83,38366.53,36606.29,38333.51,2393.116571
2021-02-06,38341.86,41000.0,38233.51,39256.58,2762.273494
2021-02-07,39281.34,39742.88,37376.72,38866.41,2805.701513
2021-02-08,38860.36,47500.0,37000.0,46452.01,4452.160613
2021-02-09,46457.14,48216.56,45000.0,46488.27,4025.386589
2021-02-10,46480.68,47379.74,43741.91,44858.18,3472.690116
2021-02-11,44844.88,48692.99,44007.78,47997.3,2685.789315
2021-02-12,48007.4,48999.0,46191.22,47446.08,3020.949948
2021-02-13,47424.7,48206.2,46210.36,47214.7,2035.610661
2021-02-14,47227.37,49735.42,47080.0,48629.31,1962.701175
2021-02-15,48626.59,49033.9,45777.81,47905.52,2384.181723
2021-02-16,47916.82,50644.84,47022.88,49145.89,2585.964327
2021-02-17,49157.32,52637.5,48950.66,52122.96,2694.39073
2021-02-18,52147.31,52541.74,50882.83,51592.33,2255.373924
2021-02-19,51581.01,56414.43,50627.41,55919.45,2794.088065
2021-02-20,55919.45,57584.45,53444.57,55900.0,2339.565305
2021-02-21,55894.86,58367.75,55520.21,57484.39,1903.959506
2021-02-22,57463.71,57561.55,47701.0,54110.42,5641.997695
2021-02-23,54101.03,54218.22,44901.96,48878.02,6957.534648
2021-02-24,48876.11,51412.64,46989.91,49694.58,3450.7451
2021-02-25,49698.82,52072.02,46702.5,47029.58,3538.668205
2021-02-26,47082.14,48450.0,44112.0,46367.18,3936.663434
2021-02-27,46301.59,48369.99,45000.0,46167.3,1759.600683
2021-02-28,46141.75,46675.22,43000.0,45215.21,2818.147904
2021-03-01,45243.69,49850.0,45031.37,49647.3,2942.353509
2021-03-02,49647.3,50262.96,47060.0,48494.34,2097.905702
2021-03-03,48462.4,52667.39,48137.77,50379.88,2318.723783
2021-03-04,50381.67,51785.71,47500.0,48360.96,2542.465502
2021-03-05,48348.75,49483.43,46296.16,48741.18,2163.308105
2021-03-06,48787.96,49204.79,47068.13,48893.51,1125.150873
2021-03-07,48915.02,51469.78,48915.02,50979.57,1429.356213
2021-03-08,50980.49,52423.36,49318.79,52423.32,1995.944236
2021-03-09,52403.3,54900.0,51854.85,54900.0,2114.069026
2021-03-10,54893.57,57400.0,53030.0,55881.84,2442.66238
2021-03-11,55853.46,58162.6,54250.65,57795.55,2160.784393
2021-03-12,57795.55,58082.37,55008.09,57226.46,1907.321473
2021-03-13,57278.41,61800.0,56084.83,61153.84,2201.590225
2021-03-14,61182.49,61682.47,58979.41,59011.65,1388.168012
2021-03-15,59000.0,61720.0,54559.5,55628.69,3045.067979
2021-03-16,55637.22,57708.86,53275.0,56925.26,2524.848256
2021-03-17,56908.8,59000.0,54137.72,58947.13,1998.71466
2021-03-18,58941.7,60115.06,56978.69,57654.2,2125.526887
2021-03-19,57633.36,59470.47,56275.94,58066.76,2051.297988
2021-03-20,58040.39,59900.0,57830.24,58109.81,1100.584668
2021-03-21,58092.11,58622.74,55436.5,57367.35,1291.222361
2021-03-22,57353.03,58418.3,53680.25,54098.64,1734.487206
2021-03-23,54080.13,55831.63,52990.25,54374.21,1846.800257
2021-03-24,54356.22,57226.74,51600.0,52306.87,2413.969452
2021-03-25,52281.91,53529.37,50363.16,51311.53,2673.824034
2021-03-26,51310.88,55117.58,51251.93,55078.95,2821.370805
2021-03-27,55068.25,56642.52,53939.73,55845.08,1987.067559
2021-03-28,55849.07,56540.59,54687.19,55767.6,1439.254926
2021-03-29,55776.4,58427.6,54895.0,57595.59,2684.973422
2021-03-30,57602.51,59369.23,57040.22,58779.8,1840.435567
2021-03-31,58768.34,59824.12,56743.63,58771.1,2207.20271
2021-04-01,58760.1,59500.0,57920.0,58713.1,1612.435853
2021-04-02,58705.79,60143.55,58448.76,58968.56,1415.25845
