Time,Open,High,Low,Close,Volume
2021-10-08 04:02:00,53819.36,53834.0,53800.0,53800.01,20.34063
2021-10-08 04:03:00,53800.0,53827.0,53777.63,53805.99,19.27578
2021-10-08 04:04:00,53805.98,53829.29,53798.82,53798.82,11.3808
2021-10-08 04:05:00,53798.82,53798.82,53766.28,53780.36,9.89951
2021-10-08 04:06:00,53780.35,53819.65,53780.35,53819.65,13.6252
2021-10-08 04:07:00,53819.64,53832.81,53812.1,53821.58,7.91515
2021-10-08 04:08:00,53821.58,53868.0,53816.2,53863.75,12.93898
2021-10-08 04:09:00,53863.76,53915.89,53856.24,53912.61,28.9402
2021-10-08 04:10:00,53912.6,53930.45,53807.81,53823.88,20.98942
2021-10-08 04:11:00,53823.88,53838.47,53806.99,53817.41,21.13582
2021-10-08 04:12:00,53817.42,53828.1,53782.7,53790.77,23.64293
2021-10-08 04:13:00,53790.77,53840.22,53790.77,53830.13,16.74282
2021-10-08 04:14:00,53830.14,53857.65,53819.98,53839.68,13.47849
2021-10-08 04:15:00,53839.68,53845.36,53800.0,53800.0,19.39728
2021-10-08 04:16:00,53800.01,53805.91,53782.71,53804.17,19.495
2021-10-08 04:17:00,53804.17,53804.17,53774.1,53785.27,23.22933
2021-10-08 04:18:00,53785.26,53837.08,53785.26,53826.3,15.13114
2021-10-08 04:19:00,53826.3,53840.78,53801.7,53808.0,14.69355
2021-10-08 04:20:00,53807.99,53810.0,53786.31,53810.0,29.49179
2021-10-08 04:21:00,53809.99,53842.31,53809.99,53842.3,16.20253
2021-10-08 04:22:00,53842.3,53876.12,53830.0,53876.11,9.59612
2021-10-08 04:23:00,53876.12,53920.45,53874.85,53920.44,8.66744
2021-10-08 04:24:00,53920.99,53965.54,53911.36,53943.99,26.20921
2021-10-08 04:25:00,53942.2,53949.03,53860.16,53898.81,20.06985
2021-10-08 04:26:00,53898.81,53935.51,53891.36,53930.91,10.97605
2021-10-08 04:27:00,53930.92,53932.86,53894.61,53909.63,9.3311
2021-10-08 04:28:00,53909.62,53922.92,53900.0,53909.86,13.66481
2021-10-08 04:29:00,53909.86,53913.65,53890.0,53900.27,10.94134
2021-10-08 04:30:00,53900.27,53908.2,53880.92,53883.12,10.5755
2021-10-08 04:31:00,53883.12,53888.15,53867.66,53888.14,6.91022
