,open_time,open,high,low,closed,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2021-10-05 10:49:59.999,1633455900000,3435.93000000,3437.05000000,3428.77000000,3431.25000000,599.24320000,1633456199999,2056958.41429500,1629,236.49530000,811974.67860300,0
2021-10-05 10:54:59.999,1633456200000,3431.25000000,3439.20000000,3431.04000000,3437.39000000,520.67750000,1633456499999,1789179.33811600,1668,290.57350000,998454.51097600,0
2021-10-05 10:59:59.999,1633456500000,3437.40000000,3439.19000000,3432.67000000,3433.52000000,460.17790000,1633456799999,1580733.39388200,1272,186.51150000,640742.38236200,0
2021-10-05 11:04:59.999,1633456800000,3433.51000000,3446.50000000,3433.31000000,3445.21000000,1123.88140000,1633457099999,3867736.12727100,3102,500.27000000,1721171.64760500,0
2021-10-05 11:09:59.999,1633457100000,3445.22000000,3446.01000000,3437.77000000,3439.44000000,620.79600000,1633457399999,2136455.77253500,2267,326.57610000,1123783.46860800,0
2021-10-05 11:14:59.999,1633457400000,3439.44000000,3447.61000000,3437.89000000,3438.66000000,770.50480000,1633457699999,2652336.12274100,2151,428.90380000,1476652.94412000,0
2021-10-05 11:19:59.999,1633457700000,3438.66000000,3442.00000000,3438.02000000,3440.75000000,1155.29720000,1633457999999,3974716.12157600,1931,777.24640000,2674367.64716000,0
2021-10-05 11:24:59.999,1633458000000,3440.74000000,3449.77000000,3439.91000000,3449.38000000,1830.54220000,1633458299999,6306423.78916900,3346,1170.39030000,4032106.88674700,0
2021-10-05 11:29:59.999,1633458300000,3449.38000000,3458.00000000,3447.67000000,3448.99000000,2653.69230000,1633458599999,9163069.18472600,5220,1433.54170000,4949315.14442700,0
2021-10-05 11:34:59.999,1633458600000,3448.98000000,3455.79000000,3448.75000000,3453.99000000,1313.71110000,1633458899999,4536197.09919900,2703,505.60730000,1745868.35908000,0
2021-10-05 11:39:59.999,1633458900000,3453.99000000,3456.48000000,3444.51000000,3447.41000000,1466.00740000,1633459199999,5057483.11274500,2750,708.06220000,2441836.08723000,0
2021-10-05 11:44:59.999,1633459200000,3447.41000000,3453.62000000,3446.18000000,3452.69000000,1057.34700000,1633459499999,3647672.11657700,2406,480.72780000,1658377.32419200,0
2021-10-05 11:49:59.999,1633459500000,3452.70000000,3453.37000000,3443.94000000,3446.14000000,948.92060000,1633459799999,3271349.93564600,2185,423.09060000,1458670.27224900,0
2021-10-05 11:54:59.999,1633459800000,3446.14000000,3451.00000000,3446.13000000,3449.99000000,683.75160000,1633460099999,2358235.28986700,1683,235.85160000,813450.94733000,0
2021-10-05 11:59:59.999,1633460100000,3449.99000000,3458.97000000,3449.01000000,3457.12000000,1214.77870000,1633460399999,4197695.96518400,2577,644.94420000,2228165.21371200,0
2021-10-05 12:04:59.999,1633460400000,3457.12000000,3465.00000000,3450.94000000,3452.84000000,2074.11350000,1633460699999,7172753.57591500,4959,1166.06790000,4033447.33212000,0
2021-10-05 12:09:59.999,1633460700000,3452.84000000,3460.00000000,3452.59000000,3459.93000000,1175.99400000,1633460999999,4065297.97122000,2443,503.90030000,1741886.75933100,0
2021-10-05 12:14:59.999,1633461000000,3459.94000000,3472.61000000,3456.25000000,3471.96000000,1788.39490000,1633461299999,6195653.48198600,6057,1156.11130000,4006195.93426500,0
2021-10-05 12:19:59.999,1633461300000,3471.97000000,3479.49000000,3465.96000000,3469.99000000,3058.51930000,1633461599999,10624634.32570800,22836,1691.28770000,5875366.08949100,0
2021-10-05 12:24:59.999,1633461600000,3469.98000000,3474.07000000,3460.39000000,3467.66000000,1371.68470000,1633461899999,4756430.90411000,3009,542.83710000,1883061.28426000,0
2021-10-05 12:29:59.999,1633461900000,3467.67000000,3469.62000000,3461.48000000,3463.52000000,1446.25860000,1633462199999,5011648.30655900,2543,716.18230000,2481769.63186800,0
2021-10-05 12:34:59.999,1633462200000,3463.53000000,3469.23000000,3463.09000000,3468.51000000,665.53970000,1633462499999,2306603.70699000,1804,338.66600000,1173787.01118900,0
2021-10-05 12:39:59.999,1633462500000,3468.50000000,3470.31000000,3465.15000000,3467.11000000,707.03990000,1633462799999,2451970.49142100,1994,371.28610000,1287565.54642300,0
2021-10-05 12:44:59.999,1633462800000,3467.12000000,3474.00000000,3466.24000000,3468.10000000,801.87080000,1633463099999,2783130.70763000,2086,395.99270000,1374519.54230100,0
2021-10-05 12:49:59.999,1633463100000,3468.10000000,3476.42000000,3465.43000000,3473.56000000,1362.38950000,1633463399999,4729883.92939800,2803,665.37520000,2309640.79196100,0
2021-10-05 12:54:59.999,1633463400000,3473.56000000,3495.12000000,3472.62000000,3485.42000000,6151.75070000,1633463699999,21447611.30222900,25143,3851.38040000,13425956.32233200,0
2021-10-05 12:59:59.999,1633463700000,3485.42000000,3495.86000000,3485.40000000,3490.55000000,2712.07900000,1633463999999,9468641.29494900,5302,1141.68160000,3985594.95973000,0
2021-10-05 13:04:59.999,1633464000000,3490.54000000,3498.00000000,3489.09000000,3490.93000000,2426.65770000,1633464299999,8477118.00572000,5830,980.99160000,3427349.60458400,0
2021-10-05 13:09:59.999,1633464300000,3490.94000000,3503.00000000,3490.94000000,3498.33000000,3949.75770000,1633464599999,13818211.80228500,13193,2754.36410000,9637538.82097900,0
2021-10-05 13:14:59.999,1633464600000,3497.90000000,3505.18000000,3489.25000000,3502.20000000,2182.98670000,1633464899999,7634016.27999400,8017,906.12610000,3169357.55647100,0
2021-10-05 13:19:59.999,1633464900000,3502.19000000,3525.06000000,3501.71000000,3519.42000000,7112.89410000,1633465199999,24994178.23021800,39750,4283.91610000,15054417.24148800,0
2021-10-05 13:24:59.999,1633465200000,3519.47000000,3530.00000000,3510.61000000,3513.03000000,3295.64660000,1633465499999,11604058.54254300,11839,1593.09600000,5610741.86941800,0
2021-10-05 13:29:59.999,1633465500000,3513.02000000,3517.75000000,3506.26000000,3507.55000000,2391.35070000,1633465799999,8395594.88268900,4931,697.00530000,2447401.93999300,0
2021-10-05 13:34:59.999,1633465800000,3507.56000000,3510.70000000,3493.41000000,3501.45000000,2906.20510000,1633466099999,10178439.24936100,7060,1223.94420000,4287091.50559000,0
2021-10-05 13:39:59.999,1633466100000,3501.44000000,3514.18000000,3500.47000000,3510.89000000,1259.26500000,1633466399999,4415805.92336400,2915,674.79040000,2366589.16669100,0
2021-10-05 13:44:59.999,1633466400000,3510.89000000,3520.17000000,3506.74000000,3519.13000000,1842.09970000,1633466699999,6471668.78305500,3505,1319.24530000,4635126.76991500,0
2021-10-05 13:49:59.999,1633466700000,3519.14000000,3522.90000000,3510.38000000,3521.65000000,1122.33230000,1633466999999,3946606.27731100,2810,403.93460000,1420495.18502600,0
2021-10-05 13:54:59.999,1633467000000,3521.64000000,3523.44000000,3516.11000000,3520.58000000,1152.53850000,1633467299999,4056752.36296000,2688,633.16330000,2228834.70506000,0
2021-10-05 13:59:59.999,1633467300000,3520.59000000,3531.78000000,3518.00000000,3524.39000000,2006.93620000,1633467599999,7077015.95272900,5232,1201.30150000,4236410.76041900,0
2021-10-05 14:04:59.999,1633467600000,3524.39000000,3528.55000000,3517.00000000,3517.48000000,1649.00910000,1633467899999,5808262.34575100,4006,692.55180000,2439342.26735500,0
2021-10-05 14:09:59.999,1633467900000,3517.47000000,3519.86000000,3514.40000000,3518.20000000,998.70760000,1633468199999,3512309.50850900,2670,372.43880000,1309875.12564600,0
2021-10-05 14:14:59.999,1633468200000,3518.19000000,3522.81000000,3515.98000000,3521.34000000,1248.02210000,1633468499999,4393233.46361100,2876,695.73690000,2449254.94038300,0
2021-10-05 14:19:59.999,1633468500000,3521.33000000,3524.14000000,3513.49000000,3513.85000000,1435.22150000,1633468799999,5050900.72966800,2806,464.76610000,1635628.44232300,0
