Open Time,Open,High,Low,Close,Volume
2021-10-07 16:58:00,54101.38,54159.76,54101.38,54158.07,0.10523
2021-10-07 16:59:00,54157.0,54186.96,54144.33,54173.05,0.6204
2021-10-07 17:00:00,54172.7,54172.7,54110.29,54111.04,0.23505
2021-10-07 17:01:00,54115.3,54144.3,54115.3,54132.08,0.03641
2021-10-07 17:02:00,54125.36,54135.0,54101.66,54112.0,1.06964
2021-10-07 17:03:00,54111.75,54156.88,54111.75,54149.97,7.69027
2021-10-07 17:04:00,54172.7,54277.44,54172.7,54234.35,3.4226
2021-10-07 17:05:00,54267.95,54321.0,54244.29,54278.13,0.65657
2021-10-07 17:06:00,54255.57,54315.54,54213.4,54315.54,0.62741
2021-10-07 17:07:00,54317.09,54317.09,54222.04,54229.05,0.3715
2021-10-07 17:08:00,54228.09,54228.09,54213.72,54213.72,0.03768
2021-10-07 17:09:00,54208.56,54237.26,54195.13,54228.11,0.22173
2021-10-07 17:10:00,54231.67,54246.51,54218.81,54219.33,0.44944
2021-10-07 17:11:00,54226.25,54257.26,54224.61,54224.61,0.15
2021-10-07 17:12:00,54227.8,54244.54,54211.89,54240.11,0.06588
2021-10-07 17:13:00,54258.49,54280.0,54238.97,54255.37,0.79161
2021-10-07 17:14:00,54218.93,54291.04,54218.81,54291.04,0.22829
2021-10-07 17:15:00,54258.93,54283.32,54258.93,54281.56,0.04292
2021-10-07 17:16:00,54252.1,54256.22,54215.82,54248.45,0.78237
2021-10-07 17:17:00,54218.91,54233.0,54204.02,54221.84,0.26895
2021-10-07 17:18:00,54215.52,54248.25,54204.84,54223.95,0.09738
2021-10-07 17:19:00,54232.79,54232.79,54146.76,54148.69,1.86864
2021-10-07 17:20:00,54175.68,54217.2,54175.68,54203.28,0.69932
2021-10-07 17:21:00,54215.21,54215.21,54157.2,54172.84,1.02675
2021-10-07 17:22:00,54163.92,54204.56,54163.92,54192.86,0.07254
2021-10-07 17:23:00,54147.64,54169.24,54130.58,54130.58,0.09831
2021-10-07 17:24:00,54157.71,54203.32,54115.86,54154.08,1.1188
2021-10-07 17:25:00,54151.95,54151.95,54094.68,54094.68,0.31508
2021-10-07 17:26:00,54128.96,54220.74,54107.3,54199.09,0.59364
2021-10-07 17:27:00,54202.84,54253.95,54202.84,54244.24,0.55689
2021-10-07 17:28:00,54194.32,54232.8,54194.31,54232.8,0.10754
2021-10-07 17:29:00,54207.37,54207.37,54164.7,54164.99,0.1251
2021-10-07 17:30:00,54193.27,54193.27,54125.72,54135.38,1.94024
2021-10-07 17:31:00,54127.18,54134.98,54071.77,54080.64,0.35691
2021-10-07 17:32:00,54096.25,54126.74,54057.66,54090.27,0.2284
2021-10-07 17:33:00,54092.93,54115.2,54084.95,54104.62,1.50829
2021-10-07 17:34:00,54095.7,54124.57,54037.1,54054.22,0.51821
2021-10-07 17:35:00,54068.53,54103.15,54038.55,54047.6,1.44559
2021-10-07 17:36:00,54044.33,54077.86,54034.74,54072.09,0.6708
2021-10-07 17:37:00,54083.37,54157.53,54083.37,54107.6,0.48479
2021-10-07 17:38:00,54107.6,54156.3,54101.76,54142.05,0.47596
2021-10-07 17:39:00,54151.94,54206.5,54126.91,54192.67,0.61915
2021-10-07 17:40:00,54203.02,54226.21,54202.92,54209.42,0.35571
2021-10-07 17:41:00,54229.25,54241.38,54182.5,54182.5,0.33989
2021-10-07 17:42:00,54183.41,54222.35,54165.29,54222.35,0.20616
2021-10-07 17:43:00,54189.24,54236.29,54188.56,54236.29,0.95576
2021-10-07 17:44:00,54215.49,54247.47,54198.64,54247.47,0.26116
2021-10-07 17:45:00,54237.64,54280.61,54222.32,54222.32,0.60015
2021-10-07 17:46:00,54252.6,54252.6,54190.78,54207.35,0.16369
2021-10-07 17:47:00,54191.85,54191.85,54158.61,54160.92,0.38938
2021-10-07 17:48:00,54151.65,54176.39,54135.92,54139.68,0.19037
2021-10-07 17:49:00,54139.68,54157.02,54092.43,54106.23,0.30859
2021-10-07 17:50:00,54093.44,54123.09,54070.44,54116.26,0.79078
2021-10-07 17:51:00,54137.55,54266.7,54132.71,54228.43,0.9127
2021-10-07 17:52:00,54240.52,54261.01,54217.61,54229.65,0.40317
2021-10-07 17:53:00,54228.07,54291.73,54225.69,54287.04,5.72506
2021-10-07 17:54:00,54260.01,54283.39,54246.58,54246.58,0.25033
2021-10-07 17:55:00,54278.39,54283.41,54228.11,54228.11,0.16202
2021-10-07 17:56:00,54233.68,54251.2,54204.13,54213.09,0.37376
2021-10-07 17:57:00,54211.15,54221.47,54169.4,54186.79,0.31081
2021-10-07 17:58:00,54193.24,54219.92,54166.79,54171.22,4.16201
2021-10-07 17:59:00,54182.59,54206.36,54175.08,54206.36,1.12754
2021-10-07 18:00:00,54195.19,54228.49,54192.56,54227.3,0.23614
2021-10-07 18:01:00,54192.92,54192.92,54111.95,54128.39,0.64544
2021-10-07 18:02:00,54128.05,54216.93,54128.05,54138.91,1.32567
2021-10-07 18:03:00,54153.67,54158.34,54065.51,54065.51,0.39465
2021-10-07 18:04:00,54096.08,54096.08,54011.02,54022.28,0.13243
2021-10-07 18:05:00,54026.41,54092.92,54022.35,54091.58,0.70626
2021-10-07 18:06:00,54097.17,54099.97,54078.53,54078.53,0.28513
2021-10-07 18:07:00,54093.44,54100.0,54026.01,54047.67,0.48372
2021-10-07 18:08:00,54046.55,54062.11,54014.91,54058.03,0.535
2021-10-07 18:09:00,54036.3,54080.8,54036.3,54080.8,0.09092
2021-10-07 18:10:00,54072.82,54092.27,54058.77,54092.27,0.15794
2021-10-07 18:11:00,54084.08,54117.38,54064.31,54076.41,0.78017
2021-10-07 18:12:00,54062.44,54115.95,54053.68,54115.24,0.28846
2021-10-07 18:13:00,54075.56,54099.94,54066.33,54095.04,0.0611
2021-10-07 18:14:00,54095.05,54095.05,54038.35,54091.79,1.0946
2021-10-07 18:15:00,54071.33,54149.57,54071.33,54149.57,0.1323
2021-10-07 18:16:00,54142.4,54142.4,54020.74,54020.74,2.24766
2021-10-07 18:17:00,54045.29,54062.79,54045.29,54047.82,0.3654
2021-10-07 18:18:00,54070.76,54109.43,54061.18,54061.18,0.14204
2021-10-07 18:19:00,54074.81,54100.09,54062.53,54067.34,0.11175
2021-10-07 18:20:00,54062.9,54066.48,53984.74,53984.74,2.316
2021-10-07 18:21:00,54039.02,54098.84,54005.27,54084.53,1.15222
2021-10-07 18:22:00,54096.21,54106.41,54060.98,54105.99,0.21965
2021-10-07 18:23:00,54106.35,54123.98,54065.23,54076.9,0.6179
2021-10-07 18:24:00,54076.9,54091.96,54027.17,54027.17,1.12621
2021-10-07 18:25:00,54049.13,54062.86,54033.47,54034.52,0.27054
2021-10-07 18:26:00,54045.89,54051.08,54009.45,54017.27,0.46208
2021-10-07 18:27:00,54000.21,54048.37,54000.21,54032.34,0.21787
2021-10-07 18:28:00,54015.83,54037.87,53998.25,53998.25,0.43366
2021-10-07 18:29:00,54017.79,54038.63,54002.84,54018.45,0.22261
2021-10-07 18:30:00,54041.51,54099.13,53997.09,54083.06,0.47544
2021-10-07 18:31:00,54073.17,54094.62,54064.28,54079.38,0.2635
2021-10-07 18:32:00,54067.64,54087.49,54014.71,54039.77,0.36605
2021-10-07 18:33:00,54026.95,54027.88,54002.77,54012.66,0.28455
2021-10-07 18:34:00,54006.27,54032.36,54004.01,54020.01,1.19632
2021-10-07 18:35:00,54024.06,54031.95,54012.05,54028.13,0.12975
2021-10-07 18:36:00,54011.36,54011.36,53948.65,53948.65,2.58857
2021-10-07 18:37:00,53961.57,54028.09,53961.57,54028.09,0.71424
2021-10-07 18:38:00,54020.78,54020.78,53964.16,53964.16,0.25199
2021-10-07 18:39:00,53958.35,53967.55,53940.89,53960.37,0.1366
2021-10-07 18:40:00,53935.27,53962.01,53935.27,53955.76,0.18572
2021-10-07 18:41:00,53953.36,53953.36,53914.87,53928.8,0.08245
2021-10-07 18:42:00,53938.21,53938.21,53900.0,53936.4,1.99411
2021-10-07 18:43:00,53900.8,53923.13,53889.78,53923.13,0.78907
